artist,0,1,2,3,4,5,6,7,8,9
Baby Smoove,0.001495021609140435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babyface,0.0,0.0,0.0,0.061830250740596435,0.0,0.0,0.5260019523194304,0.0,0.0,0.0
Babylone,8.328552563777954e-09,0.0,0.0,0.0,0.0,1.364339056194518e-07,4.9667688781204126e-09,0.0,0.0,1.7378854891188806e-07
Back-On,0.0,0.0,0.0,0.0,0.0,2.5886948386533757e-05,0.0,0.0,0.0,2.5013455668995855e-05
Backstreet Boys,0.0,0.0,0.0,0.2847793863920934,0.0,0.0,0.01472906272763697,0.0,0.0,0.0
Bad Brains,0.0,0.0,0.007457284363695754,0.0,0.0026215211346444357,0.13331990869863145,0.0,0.0,0.0,0.0
Bad Company,0.0,0.32102348089842053,0.0,0.0,0.0,0.016826623804331278,0.0,0.0,0.0,0.06975694518009393
Bad Lip Reading,0.0,0.0,0.0,0.0,0.0,0.004226441307253269,0.0,0.0,0.0,0.0033197857278148097
Bad Meets Evil,0.21439757940853138,0.0,0.0,0.0040993416301005605,0.0,0.0,0.004945132325871751,0.2726027612181339,0.0,0.0
Bad Suns,0.0,0.0,0.29802540539084393,0.017614528309239996,0.0,0.0,0.0,0.0,0.0,0.0
Badflower,0.0,0.0,0.0862628070161374,0.0,0.0,0.03053218080519976,0.0,0.0,0.0,0.0
Badshah & Neeti Mohan,4.4997086765019204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005660773619806005,0.0
Bahamas,0.0,0.0,0.05635877427888999,0.0005672679665502206,0.5546392420365758,0.0,0.0,0.0,0.0,0.0
Bahari,0.0,0.0,0.0,0.0002536916390668583,0.0,0.0,0.0,0.0,0.007195015917034331,0.0
Baka Not Nice,0.2274255437347345,0.0,0.0,0.004494751414614382,0.0,0.0,0.001874660946277901,0.0,0.012118281382198323,0.0
Bali Baby,0.0,0.0,0.0,0.0,0.0,5.737336513326538e-06,0.0,0.003763911804715179,0.12361358955757454,0.0
Bally Sagoo,0.0,0.0,0.0,0.0,0.0,0.0,1.5987297811236545e-06,0.0,0.00023230420149292233,0.0
Banda El Recodo,0.0,0.0,0.0,3.5035459990221314e-05,0.0,0.0,0.0,0.0,0.0,0.0
Banda Los Recoditos,0.0,0.0,0.0,3.456878048928054e-05,0.0,0.0,0.0,0.0,0.0,0.0
Banda Neira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177964308659507e-05,0.0
Banda Sinaloense MS de Sergio Lizárraga,0.0,0.0,0.0,1.133541296948184e-05,0.0,0.0,0.0,0.0,0.0,0.0
Bandhunta Izzy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bandingo YGNE,0.015069595890384247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baneva,0.0,0.0,0.0,0.0,1.4347199353452007e-06,0.0,0.0,0.0,0.0,1.3818948955657628e-06
Bankrol Hayden,0.016412825544243517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bardero$,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3310971170093126e-07,0.0
Barrington Levy,0.0,0.0,0.0,0.0010302887435199588,0.0,0.0,0.0,0.0,0.0,0.00022199116861582746
Barry Manilow,0.0,0.07451288373302192,0.0,0.0,0.0,0.0,0.12935856436743948,0.0,0.0,0.15257048293164718
Bart Baker,0.0,0.0,0.0,0.008152979430672596,0.0,0.0,0.0,0.0,0.0,0.0
Bas & J. Cole,0.2660704367144422,0.0,0.0,0.0,0.0,0.0,0.005811412916907245,0.1368577880206439,0.011185733440852073,0.0
Basic Boy,4.225610435218326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094681174090034e-05,0.0
Bat for Lashes,0.0,0.005063119869010043,0.5776810402171967,0.020702962765557113,0.2266622764507779,0.0,0.0,0.0,0.13933430674266997,0.0
Bathory,0.0,0.0,0.0,0.0,0.0,0.11120496270157698,0.0,0.0,9.851331894077774e-06,0.0
Beach Bunny,0.0,0.0,0.11042392347247529,0.005483092976135675,0.005729769725975171,0.0,0.0,0.0,0.0,0.0
Beach Fossils,0.0,0.0,0.41482656780381444,0.0,0.0,0.0,6.261056952658717e-05,0.0,0.0,0.0
Bear’s Den,0.0,0.0,0.0,0.0021170756134504956,0.5166303060369365,0.0,0.0,0.0,0.0,0.0
Beast Coast,0.26546345630614493,0.0,0.0,0.0,0.0,0.0,0.0058923083536768376,0.13688674996600916,0.011215176805188628,0.0
Beat & Path,0.0,0.10711973472768334,0.0,0.0,0.0,0.07831137413144304,0.0,0.0,7.571280766123598e-05,0.0
Beautiful Eulogy,7.235669998402773e-05,0.0,0.0,0.0,0.004900758283707023,0.0002430530556505229,0.0,0.0,0.0,0.0
Becky G & Sech,0.0,0.0,0.0,0.001738313197308865,0.0,0.0,0.0,0.0,0.0025695876300590257,0.0
Bedoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bedoes & Lanek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bell Biv DeVoe,0.058606423207501604,0.0,0.0,0.0,0.005874007146182524,0.0,0.5660375689727417,0.21993144489184896,0.0,0.0
Belmondo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belén Aguilera,0.0,0.0,0.0,4.4142623661079755e-05,0.0,0.0,0.0,0.0,1.745773602777095e-05,0.0
Ben Platt,0.0,0.0,0.0,0.173361386233591,0.0,0.0,0.0,0.0008447424751034669,0.0,0.0
Ben Rector,0.0,0.0,0.0,0.03148823364445369,0.3093872371784569,0.04294263623373684,0.0,0.0,0.0,0.010512136311675734
Benash,3.2720285176838434e-05,0.0,0.0,0.0,0.0,2.7002840211540307e-05,0.0,0.0,1.0827010882754353e-05,2.6403716923531233e-05
Benji & Fede,0.0,0.0,0.017442368066307414,0.04125460638046057,0.0,0.0,0.0,0.0,0.10610154394122609,0.0
Benny Benassi,0.0,0.0,0.0,0.04881742454237098,0.0,0.0,0.0,0.0,0.0,0.0
Benny Sings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11811028372048527,0.0
Besomorph & Riell,0.0,0.0,0.00015123388246010303,0.0014128115615714837,0.0,4.3385133861421336e-05,0.0,0.0,0.0,0.0
Beteo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bethel Music,7.015968390350698e-06,0.0,0.0,0.0,0.008957080214831426,0.011706763620368576,0.0,0.0,0.0,0.0
Bethel Music & kalley,7.015968390350698e-06,0.0,0.0,0.0,0.008957080214831428,0.011706763620368578,0.0,0.0,0.0,0.0
Beware Of Darkness,0.0,0.0,0.08794234586146436,0.0,0.0,0.04112403189328821,0.0015170834433707553,0.0,0.0,0.0
Beyoncé,0.0,0.0,0.0,0.2679500590171503,0.0,0.0,0.14714283103905057,0.0,0.0,0.0
Bhad Bhabie,0.10941101594906752,0.0,0.0,0.1946336618034919,0.0,0.0,0.0,0.0,0.0,0.0
Białas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Białas & Lanek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
